Software Used:	Crystal Instruments EDM software Ver.3.1.5.6
2.32343750E-001	-6.78563677E-003
2.32382813E-001	-6.70106290E-003
2.32421875E-001	-5.96892089E-003
2.32460938E-001	-6.89991377E-003
2.32500000E-001	-6.72237668E-003
2.32539063E-001	-6.29542582E-003
2.32578125E-001	-6.61853002E-003
2.32617188E-001	-6.67453464E-003
2.32656250E-001	-6.47409679E-003
2.32695313E-001	-5.98411215E-003
2.32734375E-001	-4.16974165E-003
2.32773438E-001	-4.55701305E-003
2.32812500E-001	-5.69320517E-003
2.32851563E-001	-5.86938206E-003
2.32890625E-001	-6.51672389E-003
2.32929688E-001	-6.19361969E-003
2.32968750E-001	-6.19248580E-003
2.33007813E-001	-6.96136011E-003
2.33046875E-001	-6.41990593E-003
2.33085938E-001	-6.08727895E-003
2.33125000E-001	-7.05160247E-003
2.33164063E-001	-6.43169647E-003
2.33203125E-001	-6.09544152E-003
2.33242188E-001	-6.94186054E-003
2.33281250E-001	-6.41854526E-003
2.33320313E-001	-6.05598884E-003
2.33359375E-001	-6.87021064E-003
2.33398438E-001	-6.54824032E-003
2.33437500E-001	-6.02492550E-003
2.33476563E-001	-6.67340076E-003
2.33515625E-001	-6.57431548E-003
2.33554688E-001	-6.15348667E-003
2.33593750E-001	-6.53849076E-003
2.33632813E-001	-6.57544937E-003
2.33671875E-001	-6.36911625E-003
2.33710938E-001	-5.07806055E-003
2.33750000E-001	-3.81308026E-003
2.33789063E-001	-4.78692725E-003
2.33828125E-001	-5.75623894E-003
2.33867188E-001	-6.08387776E-003
2.33906250E-001	-6.59290841E-003
2.33945313E-001	-6.36752881E-003
2.33984375E-001	-6.23987475E-003
2.34023438E-001	-6.83347881E-003
2.34062500E-001	-6.68927236E-003
2.34101563E-001	-6.25892077E-003
2.34140625E-001	-6.80717733E-003
2.34179688E-001	-6.60084421E-003
2.34218750E-001	-6.14668475E-003
2.34257813E-001	-6.95365109E-003
2.34296875E-001	-6.72101602E-003
2.34335938E-001	-5.98910078E-003
2.34375000E-001	-6.83551980E-003
2.34414063E-001	-6.85683312E-003
2.34453125E-001	-5.97821688E-003
2.34492188E-001	-6.67317398E-003
2.34531250E-001	-6.93301763E-003
2.34570313E-001	-5.94239216E-003
2.34609375E-001	-6.61580870E-003
2.34648438E-001	-6.99128956E-003
2.34687500E-001	-5.92788076E-003
2.34726563E-001	-4.49964777E-003
2.34765625E-001	-4.20760736E-003
2.34804688E-001	-4.82388539E-003
2.34843750E-001	-5.83242346E-003
2.34882813E-001	-6.46888185E-003
2.34921875E-001	-6.00497238E-003
2.34960938E-001	-6.78949151E-003
2.35000000E-001	-6.83937408E-003
2.35039063E-001	-6.60333829E-003
2.35078125E-001	-6.62125088E-003
2.35117188E-001	-6.32059388E-003
2.35156250E-001	-6.47931173E-003
2.35195313E-001	-6.68655150E-003
2.35234375E-001	-6.36594184E-003
2.35273438E-001	-6.48860820E-003
2.35312500E-001	-6.71512075E-003
2.35351563E-001	-6.10813871E-003
2.35390625E-001	-6.53123483E-003
2.35429688E-001	-6.89605903E-003
2.35468750E-001	-6.10677851E-003
2.35507813E-001	-6.32490218E-003
2.35546875E-001	-6.99491752E-003
2.35585938E-001	-6.23783376E-003
2.35625000E-001	-6.11494109E-003
2.35664063E-001	-7.12824054E-003
2.35703125E-001	-5.65579347E-003
2.35742188E-001	-3.78541811E-003
2.35781250E-001	-4.58422164E-003
2.35820313E-001	-5.16830292E-003
2.35859375E-001	-5.61634079E-003
2.35898438E-001	-6.70718495E-003
2.35937500E-001	-6.21584011E-003
2.35976563E-001	-5.96914766E-003
2.36015625E-001	-6.86794333E-003
2.36054688E-001	-6.40766183E-003
2.36093750E-001	-6.17049215E-003
2.36132813E-001	-6.63168076E-003
2.36171875E-001	-6.61014020E-003
2.36210938E-001	-6.36458118E-003
2.36250000E-001	-6.51717698E-003
2.36289063E-001	-6.52171206E-003
2.36328125E-001	-6.47046883E-003
2.36367188E-001	-6.49064872E-003
2.36406250E-001	-6.48951484E-003
2.36445313E-001	-6.54778723E-003
2.36484375E-001	-6.22105505E-003
2.36523438E-001	-6.20926498E-003
2.36562500E-001	-6.77656708E-003
2.36601563E-001	-6.37365086E-003
2.36640625E-001	-6.09816238E-003
2.36679688E-001	-6.97065657E-003
2.36718750E-001	-5.27555076E-003
2.36757813E-001	-3.41809983E-003
2.36796875E-001	-4.89168055E-003
2.36835938E-001	-5.61747421E-003
2.36875000E-001	-5.53403422E-003
2.36914063E-001	-6.61036698E-003
2.36953125E-001	-6.61762292E-003
2.36992188E-001	-5.80204045E-003
2.37031250E-001	-6.87973388E-003
2.37070313E-001	-6.68655150E-003
2.37109375E-001	-5.99635625E-003
2.37148438E-001	-6.82236860E-003
2.37187500E-001	-6.74232980E-003
2.37226563E-001	-6.47182902E-003
2.37265625E-001	-6.82576979E-003
2.37304688E-001	-6.88653626E-003
2.37343750E-001	-6.21515978E-003
2.37382813E-001	-6.59313519E-003
2.37421875E-001	-6.75389357E-003
2.37460938E-001	-6.36412809E-003
2.37500000E-001	-6.57159463E-003
2.37539063E-001	-6.49268925E-003
2.37578125E-001	-6.43668463E-003
2.37617188E-001	-6.40675519E-003
2.37656250E-001	-6.48429990E-003
2.37695313E-001	-6.63326774E-003
2.37734375E-001	-4.84746648E-003
2.37773438E-001	-3.51333059E-003
2.37812500E-001	-4.93906951E-003
2.37851563E-001	-5.96665358E-003
2.37890625E-001	-5.68164187E-003
2.37929688E-001	-6.53282227E-003
2.37968750E-001	-6.71149325E-003
2.38007813E-001	-5.95214218E-003
2.38046875E-001	-6.40153978E-003
2.38085938E-001	-6.89492561E-003
2.38125000E-001	-6.00451883E-003
2.38164063E-001	-6.43351022E-003
2.38203125E-001	-7.04026548E-003
2.38242188E-001	-6.00429205E-003
2.38281250E-001	-6.22354914E-003
2.38320313E-001	-6.92100031E-003
2.38359375E-001	-6.11630129E-003
2.38398438E-001	-6.14464376E-003
2.38437500E-001	-6.90286141E-003
2.38476563E-001	-6.20790431E-003
2.38515625E-001	-6.15530089E-003
2.38554688E-001	-6.87769335E-003
2.38593750E-001	-6.38521463E-003
2.38632813E-001	-6.06460497E-003
2.38671875E-001	-6.80014817E-003
2.38710938E-001	-6.04170421E-003
2.38750000E-001	-4.09741187E-003
2.38789063E-001	-3.94118810E-003
2.38828125E-001	-5.15832659E-003
2.38867188E-001	-5.78888971E-003
2.38906250E-001	-6.20019529E-003
2.38945313E-001	-6.47795107E-003
2.38984375E-001	-6.41945237E-003
2.39023438E-001	-6.46933494E-003
2.39062500E-001	-6.33215765E-003
2.39101563E-001	-6.70763850E-003
2.39140625E-001	-6.26300182E-003
2.39179688E-001	-6.36072690E-003
2.39218750E-001	-6.91261096E-003
2.39257813E-001	-6.40108669E-003
2.39296875E-001	-6.17343979E-003
2.39335938E-001	-7.10556656E-003
2.39375000E-001	-6.54393248E-003
2.39414063E-001	-6.15892839E-003
2.39453125E-001	-7.08992127E-003
2.39492188E-001	-7.04457378E-003
2.39531250E-001	-6.34598872E-003
2.39570313E-001	-7.03142257E-003
2.39609375E-001	-6.79516001E-003
2.39648438E-001	-5.93082840E-003
2.39687500E-001	-6.94049988E-003
2.39726563E-001	-6.07752893E-003
2.39765625E-001	-3.49042984E-003
2.39804688E-001	-4.41189948E-003
2.39843750E-001	-5.85804507E-003
2.39882813E-001	-5.47530875E-003
2.39921875E-001	-6.35256432E-003
2.39960938E-001	-6.69358065E-003
2.40000000E-001	-6.04251260E-003
2.40039063E-001	-6.36205869E-003
2.40078125E-001	-6.71247160E-003
2.40117188E-001	-6.40713703E-003
2.40156250E-001	-6.38559740E-003
2.40195313E-001	-6.49041031E-003
2.40234375E-001	-6.42956560E-003
2.40273438E-001	-6.43311860E-003
2.40312500E-001	-6.31742459E-003
2.40351563E-001	-6.53793151E-003
2.40390625E-001	-6.53548865E-003
2.40429688E-001	-6.16953149E-003
2.40468750E-001	-6.59855409E-003
2.40507813E-001	-6.60566008E-003
2.40546875E-001	-6.02630200E-003
2.40585938E-001	-6.56146975E-003
2.40625000E-001	-6.87746331E-003
2.40664063E-001	-5.98677481E-003
2.40703125E-001	-6.69137575E-003
2.40742188E-001	-5.71141904E-003
2.40781250E-001	-3.19368695E-003
2.40820313E-001	-4.47031762E-003
2.40859375E-001	-6.14643702E-003
2.40898438E-001	-5.53110521E-003
2.40937500E-001	-6.06160983E-003
2.40976563E-001	-6.85436884E-003
2.41015625E-001	-6.07937481E-003
2.41054688E-001	-6.02097251E-003
2.41093750E-001	-6.99004857E-003
2.41132813E-001	-6.29854901E-003
2.41171875E-001	-6.13999739E-003
2.41210938E-001	-6.84792921E-003
2.41250000E-001	-6.59411307E-003
2.41289063E-001	-6.13622228E-003
2.41328125E-001	-6.76909741E-003
2.41367188E-001	-6.51039556E-003
2.41406250E-001	-6.37560431E-003
2.41445313E-001	-6.65340340E-003
2.41484375E-001	-6.46620570E-003
2.41523438E-001	-6.26102090E-003
2.41562500E-001	-6.49107620E-003
2.41601563E-001	-6.43378450E-003
2.41640625E-001	-6.55414164E-003
2.41679688E-001	-6.24525454E-003
2.41718750E-001	-6.41935039E-003
2.41757813E-001	-5.25463885E-003
2.41796875E-001	-3.82878236E-003
2.41835938E-001	-4.83138952E-003
2.41875000E-001	-6.23792643E-003
2.41914063E-001	-5.95657481E-003
2.41953125E-001	-6.01964025E-003
2.41992188E-001	-7.00203981E-003
2.42031250E-001	-6.50728680E-003
2.42070313E-001	-5.99921029E-003
2.42109375E-001	-6.94807898E-003
2.42148438E-001	-6.56901998E-003
2.42187500E-001	-6.05161674E-003
2.42226563E-001	-6.79174764E-003
2.42265625E-001	-6.60943519E-003
2.42304688E-001	-6.00742688E-003
2.42343750E-001	-6.73090294E-003
2.42382813E-001	-6.75577344E-003
2.42421875E-001	-5.89861674E-003
2.42460938E-001	-6.67583151E-003
2.42500000E-001	-6.77598128E-003
2.42539063E-001	-6.06538495E-003
2.42578125E-001	-6.56369049E-003
2.42617188E-001	-6.82239188E-003
2.42656250E-001	-6.24281168E-003
2.42695313E-001	-6.55391999E-003
2.42734375E-001	-6.44422136E-003
2.42773438E-001	-4.07793513E-003
2.42812500E-001	-3.92049365E-003
2.42851563E-001	-5.33302641E-003
2.42890625E-001	-5.92193287E-003
2.42929688E-001	-6.06494071E-003
2.42968750E-001	-6.26635039E-003
2.43007813E-001	-6.46176422E-003
2.43046875E-001	-6.49995869E-003
2.43085938E-001	-6.27700938E-003
2.43125000E-001	-6.70136837E-003
2.43164063E-001	-6.63919142E-003
2.43203125E-001	-6.15154440E-003
2.43242188E-001	-6.49018819E-003
2.43281250E-001	-6.96562184E-003
2.43320313E-001	-6.12645177E-003
2.43359375E-001	-6.45887759E-003
2.43398438E-001	-6.76887529E-003
2.43437500E-001	-6.07027020E-003
2.43476563E-001	-6.44799648E-003
2.43515625E-001	-7.02868728E-003
2.43554688E-001	-6.03429601E-003
2.43593750E-001	-6.32741721E-003
2.43632813E-001	-7.11062783E-003
2.43671875E-001	-6.21061306E-003
2.43710938E-001	-6.02696836E-003
2.43750000E-001	-6.12223241E-003
2.43789063E-001	-3.69998673E-003
2.43828125E-001	-3.99555033E-003
2.43867188E-001	-6.04828587E-003
2.43906250E-001	-6.03518449E-003
2.43945313E-001	-5.81689784E-003
2.43984375E-001	-6.90033566E-003
2.44023438E-001	-7.04578590E-003
2.44062500E-001	-6.40314026E-003
2.44101563E-001	-6.64762966E-003
2.44140625E-001	-6.42690063E-003
2.44179688E-001	-6.39825454E-003
2.44218750E-001	-6.36849832E-003
2.44257813E-001	-6.63896929E-003
2.44296875E-001	-6.44111261E-003
2.44335938E-001	-6.23592781E-003
2.44375000E-001	-6.30143611E-003
2.44414063E-001	-6.58634072E-003
2.44453125E-001	-6.26213104E-003
2.44492188E-001	-6.31076237E-003
2.44531250E-001	-6.85792184E-003
2.44570313E-001	-6.34762459E-003
2.44609375E-001	-6.00187527E-003
2.44648438E-001	-6.87568681E-003
2.44687500E-001	-6.25458127E-003
2.44726563E-001	-5.94103057E-003
2.44765625E-001	-5.64524438E-003
2.44804688E-001	-3.59006645E-003
2.44843750E-001	-4.19918075E-003
2.44882813E-001	-5.98855130E-003
2.44921875E-001	-6.16731076E-003
2.44960938E-001	-5.83577342E-003
2.45000000E-001	-6.51883427E-003
2.45039063E-001	-6.57479372E-003
2.45078125E-001	-5.81534347E-003
2.45117188E-001	-6.64873980E-003
2.45156250E-001	-6.71424810E-003
2.45195313E-001	-6.16331398E-003
2.45234375E-001	-6.41601952E-003
2.45273438E-001	-6.56258035E-003
2.45312500E-001	-6.14887988E-003
2.45351563E-001	-6.38137804E-003
2.45390625E-001	-6.66250801E-003
2.45429688E-001	-6.42645638E-003
2.45468750E-001	-6.29766099E-003
2.45507813E-001	-6.39536791E-003
2.45546875E-001	-6.52638404E-003
2.45585938E-001	-6.37982367E-003
2.45625000E-001	-6.21882919E-003
2.45664063E-001	-6.59655547E-003
2.45703125E-001	-6.46776007E-003
2.45742188E-001	-5.90505637E-003
2.45781250E-001	-4.86070151E-003
2.45820313E-001	-3.84854595E-003
2.45859375E-001	-4.50429320E-003
2.45898438E-001	-5.96812181E-003
2.45937500E-001	-6.25169417E-003
2.45976563E-001	-5.84043656E-003
2.46015625E-001	-6.48663519E-003
2.46054688E-001	-6.70469971E-003
2.46093750E-001	-5.90705499E-003
2.46132813E-001	-6.34806883E-003
2.46171875E-001	-6.92986976E-003
2.46210938E-001	-5.98077942E-003
2.46250000E-001	-6.67094626E-003
2.46289063E-001	-7.23609235E-003
2.46328125E-001	-6.05228310E-003
2.46367188E-001	-6.26790477E-003
2.46406250E-001	-6.84837298E-003
2.46445313E-001	-6.25347067E-003
2.46484375E-001	-6.39181491E-003
2.46523438E-001	-6.73023658E-003
2.46562500E-001	-6.35584118E-003
2.46601563E-001	-6.28655776E-003
2.46640625E-001	-6.42956560E-003
2.46679688E-001	-6.56546699E-003
2.46718750E-001	-6.40091952E-003
2.46757813E-001	-5.83222043E-003
2.46796875E-001	-4.22760472E-003
2.46835938E-001	-4.00221255E-003
2.46875000E-001	-5.01081534E-003
2.46914063E-001	-6.02519186E-003
2.46953125E-001	-6.48774533E-003
2.46992188E-001	-5.96545730E-003
2.47031250E-001	-6.23614993E-003
2.47070313E-001	-6.74378220E-003
2.47109375E-001	-6.21572044E-003
2.47148438E-001	-6.20728219E-003
2.47187500E-001	-6.95118774E-003
2.47226563E-001	-6.32630708E-003
2.47265625E-001	-6.16175961E-003
2.47304688E-001	-6.93675363E-003
2.47343750E-001	-6.46687159E-003
2.47382813E-001	-6.08292781E-003
2.47421875E-001	-6.95673935E-003
2.47460938E-001	-6.35828357E-003
2.47500000E-001	-6.07448909E-003
2.47539063E-001	-7.02224718E-003
2.47578125E-001	-6.39514579E-003
2.47617188E-001	-5.95746282E-003
2.47656250E-001	-6.86591584E-003
2.47695313E-001	-6.59988634E-003
2.47734375E-001	-6.01342227E-003
2.47773438E-001	-5.58662042E-003
2.47812500E-001	-4.05106600E-003
2.47851563E-001	-4.02952591E-003
2.47890625E-001	-5.58417756E-003
2.47929688E-001	-6.09669555E-003
2.47968750E-001	-6.14421675E-003
2.48007813E-001	-6.40291814E-003
2.48046875E-001	-6.46354072E-003
2.48085938E-001	-6.53859740E-003
2.48125000E-001	-6.33474533E-003
2.48164063E-001	-6.33230247E-003
2.48203125E-001	-6.60299556E-003
2.48242188E-001	-6.40136376E-003
2.48281250E-001	-6.20106421E-003
2.48320313E-001	-6.70647575E-003
2.48359375E-001	-6.52749464E-003
2.48398438E-001	-6.04717573E-003
2.48437500E-001	-6.77909004E-003
2.48476563E-001	-6.49285270E-003
2.48515625E-001	-6.24236790E-003
2.48554688E-001	-6.93253428E-003
2.48593750E-001	-6.99804258E-003
2.48632813E-001	-5.95746282E-003
2.48671875E-001	-6.42712275E-003
2.48710938E-001	-6.87635271E-003
2.48750000E-001	-5.87863103E-003
2.48789063E-001	-4.85692685E-003
2.48828125E-001	-4.22027661E-003
2.48867188E-001	-4.45277477E-003
2.48906250E-001	-5.38609875E-003
2.48945313E-001	-6.79752138E-003
2.48984375E-001	-6.15243288E-003
2.49023438E-001	-5.93436835E-003
2.49062500E-001	-6.87124534E-003
2.49101563E-001	-6.29544025E-003
2.49140625E-001	-5.97234117E-003
2.49179688E-001	-6.91987714E-003
2.49218750E-001	-6.52771676E-003
2.49257813E-001	-6.03895960E-003
2.49296875E-001	-6.70869648E-003
2.49335938E-001	-6.69448450E-003
2.49375000E-001	-6.04828587E-003
2.49414063E-001	-6.55969325E-003
2.49453125E-001	-6.60477206E-003
2.49492188E-001	-6.03984762E-003
2.49531250E-001	-6.36405731E-003
2.49570313E-001	-6.63808128E-003
2.49609375E-001	-6.30543288E-003
2.49648438E-001	-6.34229509E-003
2.49687500E-001	-6.56768773E-003
2.49726563E-001	-6.47220109E-003
2.49765625E-001	-6.07626559E-003
2.49804688E-001	-4.40014619E-003
2.49843750E-001	-3.80768673E-003
2.49882813E-001	-5.00815036E-003
2.49921875E-001	-5.76626789E-003
2.49960938E-001	-6.20617159E-003
2.50000000E-001	-6.34429371E-003
2.50039063E-001	-6.19884348E-003
2.50078125E-001	-6.44311123E-003
2.50117188E-001	-6.54925639E-003
2.50156250E-001	-6.14865776E-003
2.50195313E-001	-6.32008910E-003
2.50234375E-001	-6.75177667E-003
2.50273438E-001	-6.21039094E-003
2.50312500E-001	-6.24614256E-003
2.50351563E-001	-6.88745594E-003
2.50390625E-001	-6.24370016E-003
2.50429688E-001	-6.14110753E-003
2.50468750E-001	-6.90033566E-003
2.50507813E-001	-6.34251721E-003
2.50546875E-001	-5.99898817E-003
2.50585938E-001	-6.92165364E-003
2.50625000E-001	-6.52816053E-003
2.50664063E-001	-5.91904623E-003
2.50703125E-001	-6.87035732E-003
2.50742188E-001	-6.75821630E-003
2.50781250E-001	-5.63502964E-003
2.50820313E-001	-4.45721624E-003
2.50859375E-001	-4.33219550E-003
2.50898438E-001	-5.07343654E-003
2.50937500E-001	-6.20350707E-003
2.50976563E-001	-6.42290339E-003
2.51015625E-001	-5.93059370E-003
2.51054688E-001	-6.42645638E-003
2.51093750E-001	-6.62897667E-003
2.51132813E-001	-6.02563564E-003
2.51171875E-001	-6.42134901E-003
2.51210938E-001	-6.68959925E-003
2.51250000E-001	-6.43556099E-003
2.51289063E-001	-6.21039094E-003
2.51328125E-001	-6.40691537E-003
2.51367188E-001	-6.58212183E-003
2.51406250E-001	-6.24347804E-003
2.51445313E-001	-6.28389325E-003
2.51484375E-001	-6.65229280E-003
2.51523438E-001	-6.37693703E-003
2.51562500E-001	-6.16464624E-003
2.51601563E-001	-6.63785916E-003
2.51640625E-001	-6.61520893E-003
2.51679688E-001	-6.04051398E-003
2.51718750E-001	-6.51483703E-003
2.51757813E-001	-6.85570110E-003
2.51796875E-001	-4.58601164E-003
2.51835938E-001	-3.72752245E-003
2.51875000E-001	-4.92554344E-003
2.51914063E-001	-5.24620013E-003
2.51953125E-001	-5.75294439E-003
2.51992188E-001	-6.83171861E-003
2.52031250E-001	-6.13311352E-003
2.52070313E-001	-6.21172320E-003
2.52109375E-001	-6.98294258E-003
2.52148438E-001	-6.13755453E-003
2.52187500E-001	-6.11135131E-003
2.52226563E-001	-6.94585824E-003
2.52265625E-001	-6.36272505E-003
2.52304688E-001	-6.06827158E-003
2.52343750E-001	-6.90744165E-003
2.52382813E-001	-6.39847666E-003
2.52421875E-001	-6.19928772E-003
2.52460938E-001	-6.82994211E-003
2.52500000E-001	-6.55325362E-003
2.52539063E-001	-6.27656514E-003
2.52578125E-001	-6.46020984E-003
2.52617188E-001	-6.57457160E-003
2.52656250E-001	-6.36827666E-003
2.52695313E-001	-6.50173519E-003
2.52734375E-001	-6.52061077E-003
2.52773438E-001	-6.54681399E-003
2.52812500E-001	-4.59889136E-003
2.52851563E-001	-3.71553120E-003
2.52890625E-001	-5.14360797E-003
2.52929688E-001	-5.70142595E-003
2.52968750E-001	-5.80646098E-003
2.53007813E-001	-6.70758635E-003
2.53046875E-001	-6.76820893E-003
2.53085938E-001	-6.26279740E-003
2.53125000E-001	-7.16036931E-003
2.53164063E-001	-6.49751630E-003
2.53203125E-001	-6.00387389E-003
2.53242188E-001	-6.97894534E-003
2.53281250E-001	-6.63208542E-003
2.53320313E-001	-5.78691997E-003
2.53359375E-001	-6.74289418E-003
2.53398438E-001	-6.82394626E-003
2.53437500E-001	-5.94280707E-003
2.53476563E-001	-6.73201308E-003
2.53515625E-001	-6.91543566E-003
2.53554688E-001	-6.09758357E-003
2.53593750E-001	-6.73068082E-003
2.53632813E-001	-6.87479833E-003
2.53671875E-001	-6.17264025E-003
2.53710938E-001	-6.48485869E-003
2.53750000E-001	-6.81617437E-003
2.53789063E-001	-5.84576605E-003
2.53828125E-001	-4.06594388E-003
2.53867188E-001	-4.22915909E-003
2.53906250E-001	-5.30215958E-003
2.53945313E-001	-5.86242042E-003
2.53984375E-001	-6.29610661E-003
2.54023438E-001	-6.56080386E-003
2.54062500E-001	-6.45821122E-003
2.54101563E-001	-6.42956560E-003
2.54140625E-001	-6.65962091E-003
2.54179688E-001	-6.80729188E-003
2.54218750E-001	-6.20772596E-003
2.54257813E-001	-6.61298819E-003
2.54296875E-001	-6.72601722E-003
2.54335938E-001	-6.12400891E-003
2.54375000E-001	-6.58411998E-003
2.54414063E-001	-6.96917437E-003
2.54453125E-001	-6.00231951E-003
2.54492188E-001	-6.41824026E-003
2.54531250E-001	-6.98693935E-003
2.54570313E-001	-6.22993242E-003
2.54609375E-001	-6.45976560E-003
2.54648438E-001	-7.12506147E-003
2.54687500E-001	-6.22260431E-003
2.54726563E-001	-6.07826421E-003
2.54765625E-001	-7.23209511E-003
2.54804688E-001	-5.39031811E-003
2.54843750E-001	-3.55919986E-003
2.54882813E-001	-4.82161902E-003
2.54921875E-001	-5.58328955E-003
2.54960938E-001	-5.68810245E-003
2.55000000E-001	-6.53437851E-003
2.55039063E-001	-6.38537528E-003
2.55078125E-001	-5.97522780E-003
2.55117188E-001	-6.83482736E-003
2.55156250E-001	-6.52349740E-003
2.55195313E-001	-6.36006007E-003
2.55234375E-001	-6.54126238E-003
2.55273438E-001	-6.68315962E-003
2.55312500E-001	-6.85237022E-003
2.55351563E-001	-6.86302921E-003
2.55390625E-001	-6.62342506E-003
2.55429688E-001	-6.63630478E-003
2.55468750E-001	-6.37404993E-003
2.55507813E-001	-6.34185132E-003
2.55546875E-001	-6.64230017E-003
2.55585938E-001	-6.37271767E-003
2.55625000E-001	-6.15087850E-003
2.55664063E-001	-6.80418313E-003
2.55703125E-001	-6.52749464E-003
2.55742188E-001	-6.09358633E-003
2.55781250E-001	-6.87324395E-003
2.55820313E-001	-5.14094299E-003
2.55859375E-001	-3.25497589E-003
2.55898438E-001	-5.11118677E-003
2.55937500E-001	-5.85487066E-003
2.55976563E-001	-5.54731535E-003
2.56015625E-001	-6.61543058E-003
2.56054688E-001	-6.62364718E-003
2.56093750E-001	-5.95368771E-003
2.56132813E-001	-6.67849602E-003
2.56171875E-001	-6.81306561E-003
2.56210938E-001	-5.97855868E-003
2.56250000E-001	-6.66983565E-003
2.56289063E-001	-6.94763474E-003
2.56328125E-001	-6.02496974E-003
2.56367188E-001	-6.40980201E-003
2.56406250E-001	-6.83305087E-003
2.56445313E-001	-6.29055500E-003
2.56484375E-001	-6.43000938E-003
2.56523438E-001	-6.74356008E-003
2.56562500E-001	-6.29988173E-003
2.56601563E-001	-6.38093380E-003
2.56640625E-001	-6.61942782E-003
2.56679688E-001	-6.45954348E-003
2.56718750E-001	-6.50484441E-003
2.56757813E-001	-6.57501584E-003
2.56796875E-001	-6.19351398E-003
2.56835938E-001	-4.53160657E-003
2.56875000E-001	-3.67444986E-003
2.56914063E-001	-5.11585036E-003
2.56953125E-001	-6.08958956E-003
2.56992188E-001	-5.89417526E-003
2.57031250E-001	-6.25880016E-003
2.57070313E-001	-6.74400432E-003
2.57109375E-001	-6.20395085E-003
2.57148438E-001	-6.18241122E-003
2.57187500E-001	-6.73556607E-003
2.57226563E-001	-6.42312551E-003
2.57265625E-001	-6.22149371E-003
2.57304688E-001	-6.70914073E-003
2.57343750E-001	-6.49440754E-003
2.57382813E-001	-6.17375085E-003
2.57421875E-001	-6.79840939E-003
2.57460938E-001	-6.78997114E-003
2.57500000E-001	-5.83621720E-003
2.57539063E-001	-6.81484211E-003
2.57578125E-001	-7.26296194E-003
2.57617188E-001	-6.26746053E-003
2.57656250E-001	-6.58456422E-003
2.57695313E-001	-6.95651723E-003
2.57734375E-001	-6.34362781E-003
2.57773438E-001	-6.35672919E-003
2.57812500E-001	-6.44022459E-003
2.57851563E-001	-3.79724964E-003
2.57890625E-001	-3.70664871E-003
2.57929688E-001	-5.94413932E-003
2.57968750E-001	-6.01808587E-003
2.58007813E-001	-5.78914024E-003
2.58046875E-001	-6.76421216E-003
2.58085938E-001	-6.54237252E-003
2.58125000E-001	-5.86153241E-003
2.58164063E-001	-6.78775040E-003
2.58203125E-001	-6.72224211E-003
2.58242188E-001	-6.05450384E-003
2.58281250E-001	-6.61121169E-003
2.58320313E-001	-6.70891860E-003
2.58359375E-001	-6.00431766E-003
2.58398438E-001	-6.70514349E-003
2.58437500E-001	-6.81839511E-003
2.58476563E-001	-6.30343473E-003
2.58515625E-001	-6.43933611E-003
2.58554688E-001	-6.67050201E-003
2.58593750E-001	-6.49884855E-003
2.58632813E-001	-6.40691537E-003
2.58671875E-001	-6.50706468E-003
2.58710938E-001	-6.54037390E-003
2.58750000E-001	-6.44599786E-003
2.58789063E-001	-6.39958726E-003
2.58828125E-001	-5.58528816E-003
2.58867188E-001	-3.90805816E-003
2.58906250E-001	-4.30976739E-003
2.58945313E-001	-5.71985729E-003
2.58984375E-001	-6.23015407E-003
2.59023438E-001	-5.92948310E-003
2.59062500E-001	-6.54814625E-003
2.59101563E-001	-6.81639649E-003
2.59140625E-001	-6.01519877E-003
2.59179688E-001	-6.54326100E-003
2.59218750E-001	-6.90677529E-003
2.59257813E-001	-6.01875177E-003
2.59296875E-001	-6.35251030E-003
2.59335938E-001	-7.02713244E-003
2.59375000E-001	-6.01852965E-003
2.59414063E-001	-6.24969555E-003
2.59453125E-001	-7.14860018E-003
2.59492188E-001	-6.25569141E-003
2.59531250E-001	-6.25902228E-003
2.59570313E-001	-7.07687438E-003
2.59609375E-001	-6.30432274E-003
2.59648438E-001	-6.37693703E-003
2.59687500E-001	-6.82283612E-003
2.59726563E-001	-6.33163657E-003
2.59765625E-001	-6.18019048E-003
2.59804688E-001	-7.18501816E-003
2.59843750E-001	-5.22266189E-003
2.59882813E-001	-3.65157751E-003
2.59921875E-001	-5.15360059E-003
2.59960938E-001	-5.92948310E-003
2.60000000E-001	-5.97123057E-003
2.60039063E-001	-6.27745315E-003
2.60078125E-001	-6.51239417E-003
2.60117188E-001	-6.52660616E-003
2.60156250E-001	-6.36672229E-003
2.60195313E-001	-6.47997344E-003
2.60234375E-001	-6.63719280E-003
2.60273438E-001	-6.48818957E-003
2.60312500E-001	-6.36427943E-003
2.60351563E-001	-6.90655317E-003
2.60390625E-001	-6.51306054E-003
2.60429688E-001	-6.18751859E-003
2.60468750E-001	-6.88146055E-003
2.60507813E-001	-6.54392689E-003
2.60546875E-001	-6.05983334E-003
2.60585938E-001	-6.82394626E-003
2.60625000E-001	-6.73578819E-003
2.60664063E-001	-5.97989094E-003
2.60703125E-001	-7.02047069E-003
2.60742188E-001	-6.76887529E-003
2.60781250E-001	-6.11801352E-003
2.60820313E-001	-6.48397068E-003
2.60859375E-001	-4.75522270E-003
2.60898438E-001	-3.41064087E-003
2.60937500E-001	-5.52777434E-003
2.60976563E-001	-6.43134210E-003
2.61015625E-001	-5.74694853E-003
